Participants,Type of Meal,Date of Meal,Meal Price,Year,Day of The Month,Day of The Week
['Jonathan Whalen' 'Pat Valentine' 'Jean Ross'],Dinner,2018-09-07 20:00:00+02:00,726,2018,4,Tuesday
['Carmen Weber' 'Shirley Harrell'],Breakfast,2015-03-14 07:00:00+01:00,567,2015,15,Sunday
['Nancy Livingston'],Lunch,2015-08-23 14:00:00+02:00,359,2015,25,Tuesday
['Shirley Harrell' 'Carmen Weber'],Lunch,2017-06-10 13:00:00+02:00,657,2017,7,Wednesday
['Shirley Harrell'],Lunch,2016-10-12 13:00:00+02:00,238,2016,12,Wednesday
['Shirley Harrell' 'Nancy Livingston'],Lunch,2017-01-03 14:00:00+01:00,233,2017,3,Tuesday
['Carmen Weber'],Dinner,2014-07-17 20:00:00+02:00,219,2014,15,Tuesday
['Shirley Harrell'],Dinner,2017-07-29 21:00:00+02:00,642,2017,3,Thursday
['Carmen Weber'],Dinner,2017-04-22 21:00:00+02:00,312,2017,22,Saturday
['Shirley Harrell' 'Carmen Weber'],Lunch,2016-06-26 13:00:00+02:00,501,2016,30,Thursday
['Nancy Livingston'],Breakfast,2015-04-28 08:00:00+02:00,121,2015,25,Saturday
['Constance Fahie' 'Lena Hines'],Dinner,2018-06-14 20:00:00+02:00,536,2018,10,Sunday
['Evelyn Crites'],Lunch,2018-08-17 13:00:00+02:00,433,2018,20,Monday
['Evelyn Crites'],Breakfast,2017-06-06 07:00:00+02:00,212,2017,11,Sunday
"['Jerry Hines' 'Venus Fluellen' 'Constance Fahie' 'Evelyn Crites'
 'Lena Hines']",Breakfast,2015-05-08 09:00:00+02:00,277,2015,9,Saturday
"['Joseph Kubiak' 'Constance Fahie' 'Evelyn Crites' 'Jerry Hines'
 'Venus Fluellen']",Breakfast,2014-01-16 08:00:00+01:00,216,2014,14,Tuesday
['Venus Fluellen'],Lunch,2017-10-08 13:00:00+02:00,535,2017,4,Wednesday
"['Lena Hines' 'Jerry Hines' 'Evelyn Crites' 'Constance Fahie'
 'Joseph Kubiak']",Lunch,2018-04-10 12:00:00+02:00,633,2018,9,Monday
['Evelyn Crites' 'Joseph Kubiak'],Breakfast,2017-04-22 08:00:00+02:00,80,2017,22,Saturday
['Venus Fluellen' 'Lena Hines' 'Constance Fahie' 'Joseph Kubiak'],Dinner,2016-06-09 22:00:00+02:00,689,2016,12,Sunday
['Evelyn Crites'],Lunch,2015-09-04 13:00:00+02:00,179,2015,7,Monday
['Evelyn Crites' 'Constance Fahie'],Lunch,2018-05-06 13:00:00+02:00,149,2018,3,Thursday
['Paul Rawe'],Breakfast,2018-10-01 08:00:00+02:00,489,2018,27,Thursday
['Rhonda Huff'],Breakfast,2017-08-31 07:00:00+02:00,356,2017,30,Wednesday
['Rhonda Huff' 'Angela Jackson'],Lunch,2016-08-18 12:00:00+02:00,551,2016,21,Sunday
['Paul Rawe' 'Rhonda Huff'],Breakfast,2016-02-05 07:00:00+01:00,594,2016,1,Monday
['Paul Rawe' 'Rhonda Huff'],Breakfast,2014-11-19 09:00:00+01:00,355,2014,19,Wednesday
['Rhonda Huff'],Lunch,2014-07-28 12:00:00+02:00,320,2014,29,Tuesday
['Rhonda Huff' 'Paul Rawe'],Breakfast,2015-03-23 09:00:00+01:00,300,2015,20,Friday
['Paul Rawe' 'Rhonda Huff'],Breakfast,2017-09-25 09:00:00+02:00,212,2017,24,Sunday
['Angela Jackson' 'Rhonda Huff'],Breakfast,2015-10-17 08:00:00+02:00,901,2015,18,Sunday
['Jewell Eisele'],Breakfast,2018-07-09 08:00:00+02:00,756,2018,10,Tuesday
['Jewell Eisele' 'Nada Lucero'],Breakfast,2016-02-16 09:00:00+01:00,735,2016,12,Friday
['Heather Adkins' 'Natalie Harris' 'Nada Lucero'],Breakfast,2015-11-22 08:00:00+01:00,582,2015,26,Thursday
['Natalie Harris' 'Jewell Eisele'],Lunch,2016-11-24 13:00:00+01:00,41,2016,26,Saturday
['Heather Adkins' 'Natalie Harris' 'Nada Lucero'],Breakfast,2014-01-20 09:00:00+01:00,193,2014,21,Tuesday
['Heather Adkins' 'Natalie Harris'],Dinner,2017-11-28 20:00:00+01:00,208,2017,25,Saturday
['Nada Lucero' 'Heather Adkins'],Breakfast,2015-04-17 07:00:00+02:00,261,2015,16,Thursday
['Jewell Eisele' 'Natalie Harris'],Breakfast,2015-11-12 07:00:00+01:00,405,2015,8,Sunday
['Heather Adkins' 'Jewell Eisele'],Breakfast,2017-12-30 08:00:00+01:00,782,2017,31,Sunday
['Natalie Harris' 'Nada Lucero'],Lunch,2016-01-22 12:00:00+01:00,454,2016,19,Tuesday
['Heather Adkins'],Lunch,2015-12-25 13:00:00+01:00,324,2015,29,Tuesday
['Kay Jantzen'],Lunch,2017-03-28 12:00:00+02:00,878,2017,30,Thursday
['June Adleman'],Lunch,2016-01-04 13:00:00+01:00,101,2016,2,Saturday
['Kay Jantzen'],Lunch,2015-11-23 14:00:00+01:00,35,2015,25,Wednesday
['Hilda Bantz'],Lunch,2014-11-13 12:00:00+01:00,796,2014,10,Monday
['Hilda Bantz' 'Kay Jantzen'],Dinner,2017-06-04 22:00:00+02:00,539,2017,5,Monday
['Hilda Bantz' 'Kay Jantzen'],Dinner,2014-06-18 20:00:00+02:00,53,2014,14,Saturday
['June Adleman'],Lunch,2015-02-06 14:00:00+01:00,92,2015,9,Monday
['June Adleman'],Breakfast,2018-04-08 07:00:00+02:00,272,2018,7,Saturday
['June Adleman'],Dinner,2018-01-26 22:00:00+01:00,284,2018,22,Monday
['Hilda Bantz'],Breakfast,2016-12-02 07:00:00+01:00,459,2016,5,Monday
['Evelyn Dubois'],Lunch,2018-03-12 12:00:00+01:00,673,2018,14,Wednesday
['Evelyn Dubois'],Dinner,2017-01-14 22:00:00+01:00,44,2017,15,Sunday
['Robert Brewton'],Breakfast,2017-07-03 09:00:00+02:00,268,2017,7,Friday
['Robert Brewton'],Dinner,2017-11-12 22:00:00+01:00,51,2017,16,Thursday
['Evelyn Dubois'],Dinner,2017-08-06 22:00:00+02:00,115,2017,4,Friday
['Evelyn Dubois'],Breakfast,2017-11-20 07:00:00+01:00,792,2017,22,Wednesday
['Evelyn Dubois'],Breakfast,2018-01-29 08:00:00+01:00,304,2018,26,Friday
['Evelyn Dubois'],Breakfast,2018-12-09 07:00:00+01:00,180,2018,12,Wednesday
['Evelyn Dubois'],Lunch,2018-02-21 12:00:00+01:00,879,2018,21,Wednesday
['Robert Brewton'],Dinner,2016-03-14 21:00:00+01:00,39,2016,10,Thursday
['Robert Brewton'],Breakfast,2014-08-03 09:00:00+02:00,766,2014,30,Wednesday
['Robert Brewton'],Breakfast,2015-02-02 07:00:00+01:00,16,2015,6,Friday
['Evelyn Dubois'],Breakfast,2015-03-21 08:00:00+01:00,264,2015,18,Wednesday
['Evelyn Dubois'],Breakfast,2015-06-03 08:00:00+02:00,829,2015,2,Tuesday
['Evelyn Dubois'],Breakfast,2014-05-08 08:00:00+02:00,312,2014,11,Sunday
['Robert Brewton'],Dinner,2017-04-06 20:00:00+02:00,800,2017,4,Tuesday
['Christine Guthrie'],Lunch,2017-04-06 14:00:00+02:00,502,2017,5,Wednesday
['Mary Razo'],Dinner,2016-07-19 21:00:00+02:00,645,2016,16,Saturday
['Christine Guthrie'],Dinner,2018-04-24 20:00:00+02:00,89,2018,25,Wednesday
['Mary Razo'],Dinner,2016-01-23 22:00:00+01:00,632,2016,25,Monday
['Christine Guthrie'],Dinner,2015-12-22 20:00:00+01:00,610,2015,18,Friday
['Mary Razo'],Dinner,2015-03-28 22:00:00+01:00,64,2015,31,Tuesday
['Christine Guthrie'],Breakfast,2015-02-21 09:00:00+01:00,427,2015,23,Monday
['Christine Guthrie'],Breakfast,2018-02-18 07:00:00+01:00,536,2018,17,Saturday
['Mary Razo'],Dinner,2014-03-08 22:00:00+01:00,360,2014,5,Wednesday
['Mary Razo'],Lunch,2017-12-21 14:00:00+01:00,419,2017,20,Wednesday
['Christine Guthrie'],Lunch,2017-03-31 13:00:00+02:00,682,2017,1,Saturday
['Mary Razo'],Dinner,2017-07-02 20:00:00+02:00,706,2017,29,Thursday
['Bonita Fernandez'],Dinner,2015-11-24 21:00:00+01:00,875,2015,23,Monday
['Vince Rouse' 'Richard Calderon' 'Nancy Dillis'],Lunch,2014-01-09 14:00:00+01:00,750,2014,10,Friday
['Vince Rouse' 'Nancy Dillis'],Lunch,2016-08-30 14:00:00+02:00,568,2016,3,Saturday
['Richard Calderon' 'Bonita Fernandez'],Dinner,2015-09-23 20:00:00+02:00,792,2015,20,Sunday
['Richard Calderon' 'Nancy Dillis'],Lunch,2015-05-21 13:00:00+02:00,639,2015,24,Sunday
['Vince Rouse' 'Bonita Fernandez' 'Nancy Dillis'],Breakfast,2015-01-07 08:00:00+01:00,588,2015,6,Tuesday
['Richard Calderon' 'Vince Rouse' 'Bonita Fernandez'],Lunch,2016-01-21 13:00:00+01:00,639,2016,21,Thursday
['Bonita Fernandez'],Breakfast,2015-07-29 07:00:00+02:00,309,2015,3,Monday
['Nancy Dillis'],Breakfast,2014-04-12 08:00:00+02:00,233,2014,15,Tuesday
['Bonita Fernandez'],Breakfast,2017-09-12 08:00:00+02:00,584,2017,13,Wednesday
['Bonita Fernandez' 'Nancy Dillis'],Lunch,2016-01-15 14:00:00+01:00,565,2016,20,Wednesday
['Richard Calderon' 'Bonita Fernandez'],Lunch,2017-04-13 13:00:00+02:00,716,2017,13,Thursday
['Vince Rouse' 'Richard Calderon' 'Bonita Fernandez'],Lunch,2015-08-28 13:00:00+02:00,441,2015,1,Tuesday
['Lavonda Moffatt'],Breakfast,2015-09-08 08:00:00+02:00,629,2015,9,Wednesday
['Lavonda Moffatt'],Dinner,2016-02-12 22:00:00+01:00,324,2016,16,Tuesday
['Cory Brignac' 'Linda Ard' 'Don Scott'],Lunch,2016-01-18 12:00:00+01:00,264,2016,22,Friday
['Linda Ard' 'Cory Brignac' 'Claude Ford'],Lunch,2018-08-01 13:00:00+02:00,103,2018,3,Friday
['Lavonda Moffatt' 'Claude Ford' 'Don Scott'],Breakfast,2017-08-30 09:00:00+02:00,631,2017,3,Sunday
['Lavonda Moffatt' 'Linda Ard' 'Claude Ford' 'Don Scott'],Breakfast,2015-07-20 08:00:00+02:00,539,2015,17,Friday
['Claude Ford' 'Lavonda Moffatt'],Dinner,2015-02-04 20:00:00+01:00,284,2015,9,Monday
['Don Scott'],Dinner,2014-12-28 20:00:00+01:00,778,2014,28,Sunday
['Don Scott' 'Lavonda Moffatt' 'Linda Ard' 'Cory Brignac'],Breakfast,2015-10-04 09:00:00+02:00,745,2015,8,Thursday
['Claude Ford'],Breakfast,2016-12-05 09:00:00+01:00,654,2016,6,Tuesday
['Cory Brignac' 'Don Scott' 'Lavonda Moffatt'],Lunch,2015-06-18 14:00:00+02:00,49,2015,19,Friday
['Linda Ard'],Lunch,2014-01-13 13:00:00+01:00,306,2014,11,Saturday
['Russell Tipka'],Dinner,2017-01-08 21:00:00+01:00,163,2017,11,Wednesday
['Russell Tipka'],Breakfast,2015-07-01 09:00:00+02:00,349,2015,27,Saturday
['Russell Tipka'],Lunch,2014-10-09 14:00:00+02:00,92,2014,5,Sunday
['Maria Funk'],Breakfast,2017-04-08 09:00:00+02:00,323,2017,8,Saturday
['Russell Tipka'],Breakfast,2014-09-08 08:00:00+02:00,553,2014,12,Friday
['Denisha Otero' 'Rodney Morrison' 'Kelly Brown'],Breakfast,2017-09-25 09:00:00+02:00,823,2017,27,Wednesday
['Denisha Otero' 'Rodney Morrison'],Lunch,2014-09-13 12:00:00+02:00,662,2014,10,Wednesday
['Kelly Brown' 'Christopher Nelson' 'Carrol Parado'],Dinner,2014-08-24 22:00:00+02:00,478,2014,20,Wednesday
['Christopher Nelson' 'Carrol Parado' 'Kelly Brown'],Lunch,2017-05-10 13:00:00+02:00,63,2017,15,Monday
['Rodney Morrison'],Lunch,2017-01-22 13:00:00+01:00,510,2017,23,Monday
['Carrol Parado'],Breakfast,2016-01-06 07:00:00+01:00,553,2016,5,Tuesday
['Christopher Nelson' 'Kelly Brown' 'Denisha Otero'],Lunch,2017-08-23 14:00:00+02:00,323,2017,23,Wednesday
['Kelly Brown' 'Denisha Otero' 'Christopher Nelson' 'Rodney Morrison'],Breakfast,2015-04-11 08:00:00+02:00,579,2015,14,Tuesday
['Rodney Morrison' 'Kelly Brown' 'Christopher Nelson'],Breakfast,2018-09-14 08:00:00+02:00,700,2018,15,Saturday
['Carrol Parado'],Breakfast,2015-07-09 09:00:00+02:00,723,2015,7,Tuesday
['Christopher Nelson' 'Denisha Otero'],Breakfast,2017-03-17 09:00:00+01:00,328,2017,18,Saturday
['Denisha Otero'],Dinner,2017-04-23 20:00:00+02:00,71,2017,23,Sunday
['Carrol Parado'],Dinner,2016-10-30 22:00:00+01:00,386,2016,29,Saturday
['Rodney Morrison' 'Christopher Nelson' 'Kelly Brown' 'Carrol Parado'],Breakfast,2014-11-19 07:00:00+01:00,70,2014,21,Friday
['Carrol Parado'],Lunch,2014-06-12 14:00:00+02:00,181,2014,16,Monday
['Carrol Parado'],Breakfast,2016-10-23 09:00:00+02:00,198,2016,21,Friday
['Denisha Otero' 'Christopher Nelson'],Dinner,2014-09-02 22:00:00+02:00,690,2014,2,Tuesday
['Carrol Parado' 'Kelly Brown' 'Rodney Morrison' 'Christopher Nelson'],Dinner,2014-03-21 21:00:00+01:00,295,2014,21,Friday
['Rodney Morrison' 'Denisha Otero' 'Kelly Brown'],Lunch,2017-04-11 13:00:00+02:00,551,2017,15,Saturday
['Rodney Morrison' 'Christopher Nelson' 'Kelly Brown'],Lunch,2017-04-11 14:00:00+02:00,635,2017,15,Saturday
['Kenya Mcmillan'],Breakfast,2014-07-21 07:00:00+02:00,451,2014,21,Monday
['Kenya Mcmillan'],Lunch,2015-09-16 12:00:00+02:00,837,2015,20,Sunday
['Reginald Moses'],Lunch,2014-02-19 12:00:00+01:00,528,2014,21,Friday
['Reginald Moses'],Breakfast,2016-02-25 07:00:00+01:00,422,2016,23,Tuesday
['Kenya Mcmillan'],Dinner,2017-12-06 20:00:00+01:00,640,2017,7,Thursday
['Kenya Mcmillan'],Lunch,2018-01-29 13:00:00+01:00,570,2018,30,Tuesday
['Kenya Mcmillan'],Dinner,2017-01-14 22:00:00+01:00,542,2017,12,Thursday
['Reginald Moses'],Dinner,2015-10-16 22:00:00+02:00,706,2015,13,Tuesday
['Reginald Moses'],Dinner,2014-08-21 21:00:00+02:00,505,2014,21,Thursday
['Kenya Mcmillan'],Lunch,2015-06-26 13:00:00+02:00,371,2015,23,Tuesday
['Kenya Mcmillan'],Breakfast,2015-03-29 09:00:00+02:00,534,2015,25,Wednesday
['Kenya Mcmillan'],Lunch,2014-10-16 13:00:00+02:00,645,2014,12,Sunday
['Kenya Mcmillan'],Lunch,2017-12-13 14:00:00+01:00,295,2017,14,Thursday
['Reginald Moses'],Dinner,2017-12-18 22:00:00+01:00,424,2017,18,Monday
['Kenya Mcmillan'],Lunch,2018-09-22 13:00:00+02:00,409,2018,26,Wednesday
['Kenya Mcmillan'],Lunch,2016-06-19 14:00:00+02:00,29,2016,21,Tuesday
['Lisa Traver' 'Shawn Ratliff' 'Theodore Delgado' 'Robert Binegar'],Breakfast,2016-11-09 09:00:00+01:00,423,2016,9,Wednesday
['Shawn Ratliff' 'Robert Binegar'],Breakfast,2016-12-03 07:00:00+01:00,34,2016,2,Friday
['Theodore Delgado' 'Lisa Traver'],Dinner,2018-06-08 20:00:00+02:00,400,2018,8,Friday
['Pamela Galloway'],Breakfast,2017-08-04 07:00:00+02:00,706,2017,7,Monday
['Shawn Ratliff' 'Theodore Delgado'],Lunch,2016-11-27 14:00:00+01:00,442,2016,28,Monday
['Robert Binegar' 'Pamela Galloway' 'Shawn Ratliff'],Dinner,2016-09-28 22:00:00+02:00,409,2016,29,Thursday
['Theodore Delgado' 'Pamela Galloway' 'Lisa Traver'],Breakfast,2016-02-07 09:00:00+01:00,517,2016,11,Thursday
['Theodore Delgado' 'Shawn Ratliff' 'Robert Binegar' 'Pamela Galloway'],Breakfast,2018-05-25 08:00:00+02:00,775,2018,24,Thursday
['Theodore Delgado' 'Robert Binegar' 'Lisa Traver'],Dinner,2015-08-02 22:00:00+02:00,545,2015,31,Friday
['Pamela Galloway'],Dinner,2016-06-20 20:00:00+02:00,414,2016,24,Friday
['Robert Binegar' 'Pamela Galloway' 'Lisa Traver'],Lunch,2015-05-02 13:00:00+02:00,761,2015,1,Friday
['Shawn Ratliff' 'Lisa Traver' 'Robert Binegar' 'Pamela Galloway'],Dinner,2017-05-18 20:00:00+02:00,872,2017,17,Wednesday
['Lisa Traver'],Dinner,2016-02-13 22:00:00+01:00,118,2016,9,Tuesday
['Pamela Galloway' 'Shawn Ratliff'],Breakfast,2018-04-22 08:00:00+02:00,554,2018,19,Thursday
['Angel Roland' 'Brett Cook'],Dinner,2014-02-02 22:00:00+01:00,631,2014,1,Saturday
['Mark Tucci'],Breakfast,2016-07-06 08:00:00+02:00,166,2016,5,Tuesday
['Angel Roland'],Breakfast,2014-06-12 08:00:00+02:00,681,2014,9,Monday
['Mark Tucci' 'Brett Cook' 'Angel Roland'],Breakfast,2018-05-06 07:00:00+02:00,90,2018,4,Friday
['Brett Cook' 'Jessica Kiewiet' 'Angel Roland'],Lunch,2015-07-10 14:00:00+02:00,259,2015,8,Wednesday
['Mark Tucci'],Dinner,2015-04-06 22:00:00+02:00,20,2015,6,Monday
['Brett Cook'],Breakfast,2016-04-22 08:00:00+02:00,290,2016,23,Saturday
['Jessica Kiewiet'],Breakfast,2015-04-23 09:00:00+02:00,765,2015,27,Monday
['Mark Tucci' 'Brett Cook'],Lunch,2015-10-14 14:00:00+02:00,50,2015,13,Tuesday
['Jessica Kiewiet' 'Mark Tucci'],Lunch,2017-09-14 13:00:00+02:00,20,2017,19,Tuesday
['Mark Tucci'],Breakfast,2016-12-31 09:00:00+01:00,256,2016,29,Thursday
['Mark Tucci' 'Brett Cook' 'Jessica Kiewiet'],Dinner,2014-05-23 21:00:00+02:00,332,2014,22,Thursday
['Mark Tucci'],Dinner,2016-06-12 21:00:00+02:00,247,2016,15,Wednesday
['Jessica Kiewiet' 'Angel Roland' 'Mark Tucci'],Dinner,2018-12-11 21:00:00+01:00,699,2018,11,Tuesday
['Pamela Mathews' 'Richard Stommes'],Breakfast,2017-01-17 09:00:00+01:00,629,2017,22,Sunday
['Pamela Mathews' 'Marilynn Brady'],Dinner,2015-05-18 22:00:00+02:00,322,2015,22,Friday
['Marilynn Brady'],Lunch,2014-01-15 13:00:00+01:00,263,2014,20,Monday
['Richard Stommes'],Breakfast,2014-05-30 07:00:00+02:00,243,2014,30,Friday
['Richard Stommes' 'Marilynn Brady'],Lunch,2018-09-20 14:00:00+02:00,203,2018,21,Friday
['Richard Stommes' 'Pamela Mathews'],Dinner,2017-02-18 20:00:00+01:00,528,2017,21,Tuesday
['Marilynn Brady'],Breakfast,2018-03-16 08:00:00+01:00,84,2018,18,Sunday
['Pamela Mathews'],Breakfast,2018-01-09 08:00:00+01:00,600,2018,13,Saturday
['Richard Stommes' 'Pamela Mathews'],Lunch,2016-08-17 13:00:00+02:00,861,2016,14,Sunday
['Pamela Mathews'],Lunch,2016-10-02 13:00:00+02:00,63,2016,7,Friday
['Rosa Robertson' 'Janie Desch'],Breakfast,2017-01-09 07:00:00+01:00,770,2017,5,Thursday
['James Logan'],Breakfast,2014-07-09 08:00:00+02:00,206,2014,6,Sunday
['Joseph Bishop' 'Rosa Robertson' 'Clara Hicks' 'James Logan'],Lunch,2015-11-09 13:00:00+01:00,598,2015,11,Wednesday
"['Joseph Bishop' 'Clara Hicks' 'Rosa Robertson' 'Janie Desch'
 'Cheryl Hindman']",Breakfast,2014-07-31 07:00:00+02:00,308,2014,1,Friday
['Janie Desch' 'Joseph Bishop' 'Cheryl Hindman' 'Rosa Robertson'],Lunch,2015-07-10 14:00:00+02:00,186,2015,7,Tuesday
['Clara Hicks'],Dinner,2015-05-26 20:00:00+02:00,326,2015,27,Wednesday
['Joseph Bishop'],Dinner,2014-11-04 21:00:00+01:00,584,2014,3,Monday
['Janie Desch' 'Rosa Robertson'],Dinner,2018-07-01 22:00:00+02:00,435,2018,5,Thursday
"['Clara Hicks' 'Cheryl Hindman' 'Rosa Robertson' 'James Logan'
 'Joseph Bishop']",Dinner,2017-08-09 22:00:00+02:00,418,2017,5,Saturday
['Janie Desch'],Breakfast,2015-05-08 07:00:00+02:00,571,2015,12,Tuesday
"['Rosa Robertson' 'Janie Desch' 'Cheryl Hindman' 'Clara Hicks'
 'Joseph Bishop']",Dinner,2017-10-07 20:00:00+02:00,290,2017,8,Sunday
['James Logan' 'Cheryl Hindman'],Breakfast,2014-12-07 07:00:00+01:00,720,2014,10,Wednesday
['Joseph Bishop'],Breakfast,2014-05-10 08:00:00+02:00,844,2014,10,Saturday
['James Logan'],Dinner,2015-10-05 22:00:00+02:00,687,2015,3,Saturday
['Samantha Rufener'],Breakfast,2017-03-22 09:00:00+01:00,403,2017,18,Saturday
['Bennett Dec'],Dinner,2015-11-19 20:00:00+01:00,539,2015,21,Saturday
['Samantha Rufener'],Dinner,2014-12-29 22:00:00+01:00,684,2015,1,Thursday
['Bennett Dec'],Lunch,2015-03-30 12:00:00+02:00,169,2015,1,Wednesday
['Samantha Rufener'],Lunch,2018-07-01 14:00:00+02:00,121,2018,1,Sunday
['Bennett Dec'],Lunch,2018-03-02 13:00:00+01:00,133,2018,3,Saturday
['Bennett Dec'],Lunch,2015-01-13 14:00:00+01:00,53,2015,12,Monday
['Samantha Rufener'],Dinner,2017-10-16 22:00:00+02:00,257,2017,12,Thursday
['Samantha Rufener'],Dinner,2016-05-28 20:00:00+02:00,116,2016,26,Thursday
['Samantha Rufener'],Lunch,2015-06-19 14:00:00+02:00,84,2015,24,Wednesday
['Bennett Dec'],Breakfast,2017-03-06 07:00:00+01:00,417,2017,3,Friday
['Bennett Dec'],Lunch,2016-10-31 13:00:00+01:00,509,2016,30,Sunday
['Bennett Dec'],Lunch,2016-03-16 14:00:00+01:00,573,2016,15,Tuesday
['Betty Doss' 'Marjorie Howard' 'Ruth Luc' 'Jesus Collins'],Dinner,2018-07-28 22:00:00+02:00,680,2018,29,Sunday
['Ruth Luc' 'Marjorie Howard' 'Jesus Collins'],Lunch,2018-03-20 13:00:00+01:00,427,2018,20,Tuesday
['Jesus Collins' 'Marjorie Howard' 'Betty Doss' 'Nick Jones'],Breakfast,2016-05-11 07:00:00+02:00,97,2016,14,Saturday
['Nick Jones' 'Ruth Luc'],Breakfast,2015-11-23 09:00:00+01:00,340,2015,28,Saturday
['Marjorie Howard'],Breakfast,2015-04-09 07:00:00+02:00,526,2015,9,Thursday
['Betty Doss' 'Nick Jones' 'Marjorie Howard' 'Ruth Luc'],Breakfast,2017-02-01 08:00:00+01:00,483,2017,30,Monday
['Jesus Collins'],Breakfast,2018-08-01 09:00:00+02:00,204,2018,1,Wednesday
['Betty Doss'],Lunch,2014-11-07 13:00:00+01:00,837,2014,6,Thursday
['Nick Jones'],Dinner,2014-03-17 21:00:00+01:00,913,2014,20,Thursday
['Marjorie Howard' 'Ruth Luc'],Breakfast,2014-08-10 08:00:00+02:00,644,2014,6,Wednesday
['Ruth Luc'],Breakfast,2017-12-31 07:00:00+01:00,126,2018,4,Thursday
['Nick Jones'],Breakfast,2017-04-18 09:00:00+02:00,226,2017,17,Monday
['Jean West' 'Sara Leef' 'Katrina Hagedorn'],Dinner,2014-03-13 21:00:00+01:00,423,2014,18,Tuesday
['Katrina Hagedorn' 'Samantha Willis' 'John Baker' 'Jean West'],Lunch,2015-04-16 12:00:00+02:00,126,2015,20,Monday
['Katrina Hagedorn' 'Jean West' 'Sara Leef' 'Samantha Willis'],Lunch,2017-10-24 12:00:00+02:00,76,2017,25,Wednesday
['Sara Leef'],Breakfast,2018-05-04 08:00:00+02:00,805,2018,6,Sunday
['Jean West'],Lunch,2018-01-26 12:00:00+01:00,298,2018,25,Thursday
['Katrina Hagedorn'],Breakfast,2015-04-06 07:00:00+02:00,55,2015,6,Monday
['John Baker' 'Samantha Willis'],Breakfast,2014-02-07 09:00:00+01:00,578,2014,4,Tuesday
['Samantha Willis' 'Katrina Hagedorn' 'Jean West' 'Sara Leef'],Breakfast,2016-12-22 09:00:00+01:00,456,2016,25,Sunday
['Katrina Hagedorn' 'John Baker' 'Samantha Willis'],Lunch,2014-12-05 12:00:00+01:00,122,2014,4,Thursday
['Sara Leef'],Breakfast,2016-11-26 09:00:00+01:00,591,2016,28,Monday
['Samantha Willis'],Dinner,2017-01-04 21:00:00+01:00,461,2017,8,Sunday
['John Baker' 'Sara Leef' 'Jean West'],Dinner,2017-03-27 22:00:00+02:00,457,2017,1,Saturday
['Samantha Willis' 'Sara Leef' 'Jean West' 'John Baker'],Dinner,2018-07-19 20:00:00+02:00,680,2018,20,Friday
['Maria Nicholson'],Dinner,2018-01-14 22:00:00+01:00,58,2018,12,Friday
['Maria Nicholson' 'Alfred Heppler' 'John Withers'],Lunch,2018-02-15 12:00:00+01:00,469,2018,13,Tuesday
['Maria Nicholson'],Breakfast,2017-12-31 09:00:00+01:00,345,2018,2,Tuesday
['Phyllis Gilbert' 'John Withers'],Breakfast,2016-10-15 09:00:00+02:00,387,2016,16,Sunday
['John Withers' 'Phyllis Gilbert' 'Alfred Heppler'],Lunch,2018-10-03 13:00:00+02:00,583,2018,29,Saturday
['Alfred Heppler'],Lunch,2017-05-30 14:00:00+02:00,119,2017,2,Friday
['John Withers' 'Phyllis Gilbert'],Lunch,2017-03-13 13:00:00+01:00,483,2017,13,Monday
['Phyllis Gilbert' 'Alfred Heppler'],Dinner,2018-03-28 22:00:00+02:00,565,2018,1,Sunday
['Alfred Heppler'],Lunch,2016-11-26 13:00:00+01:00,55,2016,26,Saturday
['Alfred Heppler'],Breakfast,2018-03-17 08:00:00+01:00,482,2018,19,Monday
['Alfred Heppler' 'John Withers'],Breakfast,2015-11-07 08:00:00+01:00,590,2015,3,Tuesday
['Christine Laue'],Breakfast,2017-10-01 07:00:00+02:00,318,2017,29,Friday
['Christine Laue'],Dinner,2016-07-19 22:00:00+02:00,236,2016,21,Thursday
['Christine Laue'],Lunch,2017-07-08 14:00:00+02:00,364,2017,9,Sunday
['Christine Laue'],Dinner,2015-02-05 22:00:00+01:00,646,2015,6,Friday
['Christine Laue'],Lunch,2017-09-14 13:00:00+02:00,551,2017,10,Sunday
['Christine Laue'],Dinner,2015-01-11 22:00:00+01:00,527,2015,7,Wednesday
['Christine Laue'],Dinner,2016-10-15 21:00:00+02:00,311,2016,18,Tuesday
['Christine Laue'],Breakfast,2017-04-06 08:00:00+02:00,100,2017,11,Tuesday
['Christine Laue'],Breakfast,2016-12-31 07:00:00+01:00,768,2017,3,Tuesday
['Christine Laue'],Lunch,2018-03-13 12:00:00+01:00,56,2018,14,Wednesday
['Christine Laue'],Lunch,2017-10-21 13:00:00+02:00,75,2017,24,Tuesday
['Christine Laue'],Lunch,2017-02-25 12:00:00+01:00,318,2017,24,Friday
['Christine Laue'],Breakfast,2018-09-28 07:00:00+02:00,40,2018,24,Monday
['Christine Laue'],Dinner,2015-07-24 22:00:00+02:00,204,2015,26,Sunday
['Maryann Rice'],Lunch,2018-08-30 14:00:00+02:00,128,2018,3,Monday
['Gilbert Dyer'],Dinner,2017-05-09 20:00:00+02:00,373,2017,9,Tuesday
['Gilbert Dyer'],Lunch,2015-03-12 12:00:00+01:00,527,2015,9,Monday
['Maryann Rice'],Dinner,2016-09-08 22:00:00+02:00,205,2016,12,Monday
['Elizabeth Gutierrez'],Lunch,2014-06-08 14:00:00+02:00,693,2014,4,Wednesday
